title,journal,year,opening,label,score,neurodivergence
LETTERS Quantifying treatment,Atlanta Journal and Constitution,1995,"Managed care and outpatient mental health care do not make a good mix because HMOs are profit-oriented, whereas therapy must remain primarily sensitive to the patient.",neutral,0.9862609505653381,schizophrenia
Cheap and meaningful - design.,The Independent - London,1999,"If you thought kitsch started with the Lava Lamp, think again.Charles Darwent explores one of the more obscure cultural legacies of the Victorians",neutral,0.9861114025115967,schizophrenia
"How CIA scientist Sidney Gottlieb - the 'most prolific torturer of his generation' - used potent drugs, extreme temperatures, food and sleep...",Mail Online,2019,"* Over a period of twenty years as a scientist with the agency, Sidney Gottlieb ran the largest systematic search for mind control techniques in history",positive,0.9005342721939087,schizophrenia
To Hell With Him,The New York Times,1997,"How far the devil has fallen! In the new Al Pacino movie, ''Devil's Advocate,'' the Prince of Darkness -- Milton's majestic archangel whose ''stature reached the Sky'' -- has devolved into ...",positive,0.897711992263794,schizophrenia
"A Gothic Tennessee Williams Mash-Up, With Gorillas",The New York Times,2017,"Blow out your candles, Laura. And close your eyes. You might not want to see this. ''Glass Guignol: The Brother and Sister Play'' sutures together several of Tennessee Williams's dramas, using his relationship with his sister, Rose Williams,...",positive,0.8875320553779602,schizophrenia
A fairytale wedding for Lisa the heroine.,Daily Mail,2002,SIX years ago she suffered horrific injuries as she bravely shielded terrified nursery school children from a man wielding a machete.   Lisa Potts's act of heroism earned her a place in the nation's hearts and won her the George ...,positive,0.8832605481147766,schizophrenia
"Weekend: Enduring love: Ray Churchill cares for his wife, Rita, 51, and son, Mark, 19",The Guardian,2009,"Chris How long have you been a carer now? Ray Rita was first ill in '84, but it was '85 before she was diagnosed with schizophrenia and went into hospital. She was having a bad time hearing voices.",positive,0.8710265755653381,schizophrenia
Friday’s best TV: NCIS; An Island Parish: Falklands; Inside Cocaine Wars; The Returned,The Guardian,2015,"A prison ship fire sets terrorists free in NCIS, the Falklands are livened up with jam, a spaniel and a scout trip, and we follow the US war on drugs to Colombia and the Caribbean. Plus: Camille finally understands she must leave her loved ...",positive,0.8661102056503296,schizophrenia
Eli Lilly Said To Play Down Risk of Top Pill,The New York Times,2006,"The drug maker Eli Lilly has engaged in a decade-long effort to play down the health risks of Zyprexa, its best-selling medication for schizophrenia, according to hundreds of internal Lilly documents and e-mail messages among top company ...",positive,0.8564127087593079,schizophrenia
"How to Fix Your Life in 2004 --- Rethinking Your Vices: New Excuses to Smoke, Eat Pizza, Be a Slob",The Wall Street Journal,2003,"AS THE CLOCK ticks toward 2004, you might be tempted to dash off a list of self-improvements for the New Year -- like actually visiting the gym you pay for, or cutting back on reality TV.",positive,0.8546220064163208,schizophrenia
A Proper Burial for the Lost Children of Tuam: The Week in Reporter Reads,NYTimes.com Feed,2022,"Five articles from around The Times, narrated just for you. This weekend, listen to a collection of articles from around The New York Times, read aloud by the reporters who wrote them.",positive,0.8541778922080994,schizophrenia
"From a bunker to back on track ; With VA's help, Rounds is getting off the streets",Buffalo News,2011,"After living for years in cardboard boxes, makeshift tents, junkyard trailers and even an underground bunker, Clarence O. Rounds is thankful to be back on society's grid.",positive,0.850631833076477,schizophrenia
